ID,sleep_hours,inbed_hours,sleep_efficiency,Steps,Distance_miles,Calories_burned,time_sedentary_mins,Day
p16,8.783333333333333,9.216666666666667,0.9529837251356239,9893,7.3899998664856,3625,623,7
p16,7.483333333333333,7.75,0.9655913978494624,12574,9.42000007629395,3501,733,8
p16,7.45,8.0,0.93125,8330,6.21999979019165,3192,773,9
p16,6.9,7.283333333333333,0.9473684210526315,10830,8.09000015258789,4018,670,10
p16,5.633333333333334,6.1,0.9234972677595629,9172,6.84999990463257,3329,823,11
p16,6.4,6.7,0.9552238805970149,7638,5.71000003814697,3152,627,12
p16,9.05,10.25,0.8829268292682927,15764,11.7799997329712,4392,425,13
p16,7.016666666666667,7.683333333333334,0.913232104121475,6393,4.78000020980835,3374,743,14
p16,5.9,6.283333333333333,0.9389920424403183,5325,3.98000001907349,3088,759,15
p16,7.066666666666666,7.533333333333333,0.9380530973451328,6805,5.1399998664856,3294,773,16
p16,6.016666666666667,6.2,0.9704301075268817,9841,7.42999982833862,3580,692,17
p16,7.65,8.083333333333334,0.9463917525773196,7924,5.92000007629395,3544,739,18
p16,6.866666666666666,7.216666666666667,0.9515011547344111,12363,9.23999977111816,4501,621,19
p16,6.316666666666666,6.633333333333334,0.9522613065326633,13368,9.98999977111816,4546,499,20
p16,8.75,9.216666666666667,0.9493670886075949,7439,5.55999994277954,3014,732,21
p16,8.466666666666667,9.05,0.9355432780847146,11045,8.25,3795,580,22
p16,10.05,10.566666666666666,0.9511041009463722,5206,3.89000010490417,2755,631,23
p16,1.2333333333333334,1.3,0.9487179487179487,7550,5.6399998664856,3004,1153,24
p16,8.4,9.366666666666667,0.896797153024911,8869,6.65000009536743,3841,639,29
p16,7.183333333333334,7.933333333333334,0.9054621848739496,4038,3.03999996185303,1665,257,30
p17,6.333333333333333,6.633333333333334,0.9547738693467337,14450,10.9099998474121,2828,502,5
p17,5.6,5.833333333333333,0.96,7150,5.40000009536743,2225,702,6
p17,8.216666666666667,8.5,0.9666666666666667,5153,3.91000008583069,2018,759,7
p17,7.75,8.2,0.9451219512195121,11135,8.40999984741211,2606,425,8
p17,7.9,8.366666666666667,0.9442231075697212,10449,8.02000045776367,2536,587,9
p17,8.466666666666667,9.166666666666666,0.9236363636363636,19542,15.0100002288818,4900,579,10
p17,8.0,9.1,0.8791208791208791,8206,6.19999980926514,2409,413,11
p17,8.2,8.983333333333333,0.9128014842300557,11495,8.68000030517578,2651,468,12
p17,5.883333333333334,6.116666666666666,0.9618528610354223,7623,5.76000022888184,2305,711,13
p17,9.033333333333333,9.283333333333333,0.9730700179533214,9411,7.1100001335144,2576,417,16
p17,6.55,6.933333333333334,0.9447115384615384,3403,2.59999990463257,1879,758,17
p17,10.0,10.6,0.9433962264150944,9592,7.23999977111816,2560,479,18
p17,8.45,9.583333333333334,0.8817391304347826,8915,6.73000001907349,2361,525,20
p17,6.533333333333333,6.916666666666667,0.944578313253012,9799,7.40000009536743,2636,479,24
p17,10.966666666666667,11.633333333333333,0.9426934097421203,3365,2.6800000667572,1838,673,25
p17,8.3,8.45,0.9822485207100592,7336,5.53999996185303,2469,456,26
p17,9.25,10.05,0.9203980099502488,7328,5.53000020980835,2250,517,27
p17,8.2,8.7,0.9425287356321839,4477,3.38000011444092,1248,125,28
p18,3.9166666666666665,4.333333333333333,0.9038461538461539,4053,2.91000008583069,2400,1053,2
p18,7.05,7.35,0.9591836734693877,5162,3.70000004768372,2507,863,3
p18,6.516666666666667,6.766666666666667,0.9630541871921182,1282,0.920000016689301,2127,976,4
p19,6.1,6.45,0.9457364341085271,10199,6.73999977111816,1994,796,1
p19,10.5,11.316666666666666,0.9278350515463918,5652,3.74000000953674,1718,548,2
p19,8.466666666666667,8.916666666666666,0.9495327102803738,1551,1.02999997138977,1466,862,3
p19,6.166666666666667,6.433333333333334,0.9585492227979274,5563,3.6800000667572,1756,837,4
p19,5.95,6.1,0.9754098360655737,13217,8.73999977111816,2173,741,5
p19,7.116666666666666,7.433333333333334,0.9573991031390134,10145,6.71000003814697,2027,634,6
p19,7.366666666666666,7.633333333333334,0.9650655021834061,11404,7.53999996185303,2039,689,7
p19,7.933333333333334,8.916666666666666,0.8897196261682243,10742,7.09999990463257,2046,659,8
p19,6.966666666666667,7.066666666666666,0.9858490566037735,13928,9.55000019073486,2174,639,9
p19,7.516666666666667,7.616666666666666,0.986870897155361,11835,9.71000003814697,2179,708,10
p19,7.083333333333333,7.25,0.9770114942528736,10725,7.09000015258789,2086,659,11
p19,8.8,9.1,0.967032967032967,20031,13.2399997711182,2571,484,12
