ID,sleep_hours,inbed_hours,sleep_efficiency,Steps,Distance_miles,Calories_burned,time_sedentary_mins,Day
p19,8.516666666666667,8.566666666666666,0.9941634241245136,5029,3.3199999332428,1705,720,13
p19,6.666666666666667,6.916666666666667,0.963855421686747,13239,9.27000045776367,2194,637,14
p19,7.35,7.433333333333334,0.9887892376681614,10433,6.90000009536743,2012,680,15
p19,7.583333333333333,7.783333333333333,0.974304068522484,10320,6.82000017166138,2034,697,16
p19,7.333333333333333,7.55,0.9713024282560706,12627,8.35000038146973,2182,621,17
p19,7.216666666666667,7.45,0.9686800894854586,10762,7.1100001335144,2254,645,18
p19,7.033333333333333,7.066666666666666,0.9952830188679245,10081,6.65999984741211,2002,731,19
p19,6.85,7.1,0.9647887323943662,5454,3.60999989509583,1740,722,20
p19,7.766666666666667,8.033333333333333,0.966804979253112,12912,8.53999996185303,2162,655,21
p19,6.566666666666666,6.966666666666667,0.9425837320574163,12109,8.11999988555908,2072,654,22
p19,7.366666666666666,7.583333333333333,0.9714285714285714,10147,6.71000003814697,2086,683,23
p19,7.783333333333333,8.183333333333334,0.9511201629327902,10524,6.96000003814697,2066,591,24
p19,7.383333333333334,7.7,0.9588744588744589,5908,3.91000008583069,1850,717,25
p19,4.966666666666667,5.566666666666666,0.8922155688622755,6815,4.5,1947,745,26
p19,9.016666666666667,9.483333333333333,0.9507908611599297,4188,2.76999998092651,1659,709,27
p19,8.15,8.283333333333333,0.9839034205231388,12342,8.72000026702881,2105,607,28
p19,7.816666666666666,8.016666666666667,0.975051975051975,15448,10.210000038147,2361,626,29
p19,7.533333333333333,8.0,0.9416666666666667,6722,4.44000005722046,1855,709,30
p19,8.6,8.916666666666666,0.9644859813084112,3587,2.36999988555908,928,127,31
p20,1.3166666666666667,1.3666666666666667,0.9634146341463414,4631,3.09999990463257,2076,1155,5
p21,8.566666666666666,8.75,0.979047619047619,11317,8.40999984741211,2772,745,1
p21,7.516666666666667,7.75,0.9698924731182795,5813,3.61999988555908,2516,744,2
p21,7.866666666666666,7.933333333333334,0.9915966386554622,9123,6.11999988555908,2734,787,3
p21,6.283333333333333,6.433333333333334,0.9766839378238342,8585,5.67000007629395,2395,864,4
p21,7.866666666666666,8.05,0.9772256728778468,10688,7.28999996185303,2944,671,8
p21,8.2,8.366666666666667,0.9800796812749004,14365,10.6400003433228,2997,797,9
p21,6.5,6.85,0.948905109489051,9469,6.17999982833862,2463,758,10
p21,7.133333333333334,7.466666666666667,0.9553571428571429,9753,6.53000020980835,2846,762,11
p21,11.35,11.733333333333333,0.9673295454545454,3520,2.16000008583069,2049,566,13
p21,7.433333333333334,7.45,0.9977628635346756,10091,6.82000017166138,2752,706,14
p21,8.083333333333334,8.333333333333334,0.97,10387,7.07000017166138,2781,726,15
p21,7.816666666666666,7.983333333333333,0.9791231732776617,11107,8.34000015258789,2693,829,16
p21,5.9,6.116666666666666,0.9645776566757494,11584,7.80000019073486,2862,810,17
p21,8.083333333333334,8.15,0.9918200408997955,14560,9.40999984741211,2995,584,19
p21,6.466666666666667,6.783333333333333,0.9533169533169533,12390,8.06999969482422,2730,685,20
p21,7.333333333333333,7.65,0.9586056644880174,10052,6.80999994277954,2754,737,21
p21,7.6,7.683333333333334,0.9891540130151844,10288,6.76000022888184,2754,761,22
p21,7.0,7.266666666666667,0.963302752293578,10988,8.3100004196167,2655,843,23
p21,5.366666666666666,5.55,0.9669669669669669,12461,8.38000011444092,2924,834,25
p21,8.833333333333334,9.133333333333333,0.9671532846715328,12827,8.47999954223633,2739,621,26
p21,8.016666666666667,8.5,0.9431372549019608,10677,7.09999990463257,2534,695,27
p21,7.116666666666666,7.3,0.9748858447488584,13566,9.10999965667725,2960,743,28
p21,7.516666666666667,7.716666666666667,0.9740820734341252,9572,6.51999998092651,2735,757,30
p21,7.4,7.616666666666666,0.9715536105032823,3789,2.55999994277954,1199,343,31
p22,8.1,8.216666666666667,0.9858012170385395,15108,12.1899995803833,3043,695,9
p22,5.516666666666667,5.616666666666666,0.9821958456973294,22359,17.1900005340576,3554,741,12
p22,1.2333333333333334,1.25,0.9866666666666667,19769,15.6700000762939,3331,1076,26
p23,5.633333333333334,5.933333333333334,0.949438202247191,7626,6.05000019073486,3635,723,1
p23,7.45,8.116666666666667,0.917864476386037,12386,9.81999969482422,4079,680,2
p23,7.066666666666666,7.583333333333333,0.9318681318681319,13318,10.5600004196167,4163,699,3
p23,8.55,8.883333333333333,0.9624765478424016,14461,11.4700002670288,3666,729,4
p23,10.183333333333334,11.483333333333333,0.8867924528301887,11207,8.89000034332275,3363,563,5
p23,8.75,9.85,0.8883248730964467,2132,1.69000005722046,2572,599,6
p23,6.633333333333334,7.516666666666667,0.8824833702882483,13630,10.8100004196167,4157,720,7
p23,6.45,7.016666666666667,0.9192399049881235,13070,10.3599996566772,4092,737,8
p23,6.35,6.816666666666666,0.9315403422982885,9388,7.44000005722046,3787,763,9
p23,6.6,6.95,0.9496402877697842,15148,12.0100002288818,4236,677,10
p23,7.35,7.816666666666666,0.9402985074626866,12200,9.67000007629395,4044,769,11
p23,9.416666666666666,9.85,0.9560067681895094,5709,4.53000020980835,2908,740,12
p23,7.633333333333334,8.2,0.9308943089430894,3703,2.94000005722046,2741,734,13
p23,6.466666666666667,6.7,0.9651741293532339,12405,9.84000015258789,4005,692,14
p23,6.466666666666667,6.7,0.9651741293532339,12405,9.84000015258789,4005,692,14
p23,9.166666666666666,9.733333333333333,0.9417808219178082,16208,12.8500003814697,3763,593,15
p23,8.85,10.0,0.885,7359,5.84000015258789,3061,676,16
p23,8.433333333333334,9.266666666666667,0.9100719424460432,5417,4.30000019073486,2884,711,17
p23,8.783333333333333,9.366666666666667,0.9377224199288257,6175,4.90000009536743,2982,767,18
p23,7.8,9.25,0.8432432432432433,2946,2.33999991416931,2660,780,19
p23,7.916666666666667,8.983333333333333,0.8812615955473099,11419,9.0600004196167,3369,669,20
p23,5.85,6.416666666666667,0.9116883116883117,6064,4.80999994277954,3491,802,21
p23,6.75,7.15,0.9440559440559441,8712,6.90999984741211,3784,822,22
p23,7.35,7.95,0.9245283018867925,7875,6.23999977111816,3110,680,23
p23,6.35,6.95,0.9136690647482014,8567,6.78999996185303,3783,764,24
p23,5.383333333333334,5.916666666666667,0.9098591549295775,7045,5.59000015258789,3644,831,25
p23,7.65,8.55,0.8947368421052632,4468,3.53999996185303,2799,851,26
p23,9.083333333333334,10.1,0.8993399339933993,2943,2.32999992370605,2685,621,27
p23,5.983333333333333,6.65,0.899749373433584,8382,6.65000009536743,3721,772,28
p23,5.7,6.516666666666667,0.8746803069053708,6582,5.21999979019165,3586,840,29
p23,6.133333333333334,6.45,0.9509043927648578,9143,7.25,3788,763,30
p23,8.266666666666667,9.1,0.9084249084249084,4561,3.61999988555908,1976,433,31
p24,7.633333333333334,8.216666666666667,0.9290060851926978,2564,1.63999998569489,2044,831,1
p24,8.85,9.2,0.9619565217391305,1320,0.839999973773956,1934,806,2
p24,8.1,8.383333333333333,0.9662027833001988,1219,0.779999971389771,1963,853,3
p24,6.05,6.283333333333333,0.9628647214854111,2483,1.5900000333786,2009,937,4
p24,8.8,9.116666666666667,0.9652650822669104,3147,2.00999999046326,2188,744,9
p24,6.516666666666667,6.783333333333333,0.9606879606879607,4068,2.59999990463257,2419,817,11
p24,5.65,6.0,0.9416666666666667,5245,3.35999989509583,2748,795,12
p24,7.05,7.133333333333334,0.9883177570093458,1758,1.12999999523163,2067,900,16
p24,6.7,6.933333333333334,0.9663461538461539,6157,3.94000005722046,2780,714,17
p24,6.633333333333334,6.766666666666667,0.9802955665024631,8360,5.34999990463257,3101,634,18
p24,5.716666666666667,6.0,0.9527777777777777,7174,4.59000015258789,2896,749,19
p24,8.383333333333333,8.783333333333333,0.9544592030360531,1619,1.03999996185303,1962,834,20
p24,6.916666666666667,7.05,0.9810874704491725,1831,1.16999995708466,2015,916,21
p24,8.6,9.083333333333334,0.9467889908256881,2421,1.54999995231628,2297,739,22
p24,7.316666666666666,7.716666666666667,0.9481641468682506,2283,1.46000003814697,2067,848,23
